Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,City,Tags,place_id
Travel Agents,NKAR TRAVELS & TOURS (PVT) LTD,"NO.45, ANANDA COOMARASWAMY MAWATHA, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,936
Restaurants,NOBEL RESTAURANT,"NO. 100/12, PORUTOTA ROAD, PALANGATURAI, KOCHCHIKADE",B,Gampaha,Gampaha,Gampaha Divisional Secretariat,Kochchikade,restaurant restaurants,937
Restaurants,NOMADS & CO,"NO:66/3,WARD PLACE,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,938
Travel Agents,NOORMADINA TRAVELS & TOURS (PVT) LTD,"NO. 120/4D, LEVEL 01, THAJ BUILDING, KANDY ROAD, THIHARIYA",Unrated,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,Thihariya,tour-operator travel-agents,939
Travel Agents,NOORUL AMANI HAJ UMRA TRAVELS,"NO 32,01ST FLOOR, MAIN STREET, ERAVUR 03",Unrated,Batticaloa,Batticaloa,Eravur Pattu Divisional Secretariat,Eravur,tour-operator travel-agents,940
Travel Agents,NORAMIX TRAVELS (PVT) LTD,"NO 419 A , 1/1, GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,941
Tourist Shops,NORITAKE LANKA PORCELAIN,"P.O. BOX 30, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,tourist-shops,942
Tourist Shops,NORITAKE LANKA PORECELAIN,"NO.580,NEGOMBO ROAD, MABOLE, WATTALA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Wattala,tourist-shops,943
Travel Agents,NORTH SOUTH CHINA TRAVEL CO (PTE) LTD,"F-140,1ST FLOOR,LIBERTY PLAZA,250 43/1,R.A DE MEL MW,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,944
Travel Agents,NUSRATH TOURS & TRAVELS,"NO.395/ 1/1, PERADENIYA ROAD, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tour-operator travel-agents,945
Tourist Shops,OAK RAY GEM & JEWELLERY,"22D,DEVENI RAJASINGHE MAWATHA GATAMBE,KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,shopping tourist-shops,946
Restaurants,OAK RAY RESTAURANT.,"NO 09, 2ND RAJASINGHE MAWATHA, GATABE, KANDY.",A,Kandy,Kandy,Kandy Divisional Secretariat,Kandy.,restaurant restaurants,947
Tourist Shops,OAK RAY SILK GALLERY,"NO. 09, DEVENI RAJASINGHE MAWATHA, GATAMBE, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tourist-shops,948
Tourist Shops,OAK-RAY CREATIONS BATIKS - MATALE,"NO. 17, DAMBULLA ROAD, KAUDUPELALLA, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,tourist-shops,949
Tourist Shops,OAK-RAY WOOD CARVING,"NO. 09, DEVANI RAJASINGHE MAWATHA,GETAMBE,KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tourist-shops,950
Restaurants,ODEL,NO.02 WARD PLACE COLOMBO 07.,A,Colombo,Colombo,Colombo Divisional Secretariat,No.02 Ward Place Colombo 07.,restaurants,951
Travel Agents,OFF 2 SRI LANKA,"NO 436/3A,HOKANDARA ROAD,HOKANDARA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Hokandara,tour-operator travel-agents,952
Restaurants,OFF THE HOOK,"NO:180,PARK ROAD,COLOMBO 05",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,restaurants,953
Travel Agents,OKINAWA JAPANESE NOJILI TRAVELS AND TOURS,"290,D.R.WIJEWARDENA MAWATHA,COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine tour-operator travel-agents,954
Travel Agents,OLANCOM PVT LTD,"660,GALLE ROAD,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,955
Travel Agents,OLANKA TRAVELS (PVT) LTD,"87,DUTUGEMUNU ST.,KOLUBOWILA,DEHIWALA.",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala.,tour-operator travel-agents,956
Travel Agents,ONELGO TOURS,"393B,OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA",Unrated,Colombo,Sri Jayawardenapura-Kotte,Nugegoda Divisional Secretariat,Nugegoda,tour-operator travel-agents,957
Travel Agents,ONEWORLD LEISURE MANAGEMENT (PVT) LTD,"NO. 279 - 1/1, R. A. DE MEL MAWATHA, KOLLUPITIYA, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,958
Travel Agents,ORIENT TOURS,"NO.81/9A, GREENLAND PLACE, COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,959
Travel Agents,ORINWAY LEISURE (PVT) LTD,"NO. 70/1/31, YMBA BUILDING, D.S. SENANAYAKE MAWATHA, COLOMBO 08, BORELLA",Unrated,Colombo,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,Borella,tour-operator travel-agents,960
Restaurants,ORO 1889,"SHOP 5,LEVEZ 2,282 R.A.DE MEL MAWATHA,COLOMBO 03",B,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,961
Travel Agents,OSARA LANKA DESTINATIONS (PVT)LTD,"NO.61,ALEXANDRA PLACE,COLOMBO 7",Unrated,Colombo,Jaffna,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,962
Restaurants,OSTERIA ROMANA INDURUWA,"MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,Induruwa,restaurants,963
Restaurants,OTEL RESTAURANT,"129/4, ORUTOTA ROAD,MUDUNGODA, GAMPAHA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,Gampaha,restaurant restaurants,964
Travel Agents,PAN GLOBAL TRAVELS & TOURS (PVT)LTD,"NO:303,GALLE ROAD,COLOMBO 3",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,965
Travel Agents,PAN LANKA TRAVELS & TOURS (PVT) LTD,"NO. 06, PALMYRAH AVENUE, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,966
Restaurants,PANACEA RESTAURANT,"NO.179/5,HIGH LEVEL ROAD,PANNIPITIYA",B,Colombo,Maharagama,Maharagama Divisional Secretariat,Pannipitiya,restaurant restaurants,967
Restaurants,PANORAMA RESTAURANT (BERUWALA),"MARADANA ROAD, MORAGALLA, BERUWALA.",A,Kalutara,Kalutara Pradeshiya Sabha,Balangoda Divisional Secretariat,Beruwala.,restaurant restaurants,968
Restaurants,PANORAMA RESTAURANT (KOTTAWA),"NO. 138 1/1, HIGHLEVEL ROAD, KOTTAWA",A,Colombo,Colombo,Maharagama Divisional Secretariat,Kottawa,restaurant restaurants,969
Travel Agents,PANORAMIC TOUR AND TRAVELS PVT LTD,"NO.186,ELA IVURA ROAD,HENDALA , WATTALA",Unrated,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,Wattala,tour-operator travel-agents,970
Restaurants,PARADISE CAFE & RESTAURANT,"NO. 68, ANURADHAPURA ROAD, THAMBUTTEGAMA",A,Anuradhapura,Anuradhapura,Anuradhapura East,Thambuttegama,cafe restaurant restaurants,971
Travel Agents,PARADISE ESCAPADES(PVT)LTD,"55/51,10TH LANE SOUTH,WICKRAMASINGHEPURA.BATTARAMULLA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Wickramasinghepura.Battaramulla,tour-operator travel-agents,972
Travel Agents,PARADISE HOLIDAYS (PVT) LTD,"NO 06, CLIFFORD PLACE, COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,973
Restaurants,PARADISE ROAD THE GALLERY CAFE,"NO,02,ALFRED HOUSE ROAD,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,cafe restaurants,974
Travel Agents,PARADISE TOURS AND LEISURE PRIVATE LIMITED,"L1 44 ,REALITY PLAZA,JA ELA",Unrated,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,Ja Ela,tour-operator travel-agents,975
Travel Agents,PARADISE TRAVELS (PVT) LTD,"NO. 8-2/1, OLD KOTTAWA ROAD, MIRIHANA, NUGEGODA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Nugegoda,tour-operator travel-agents,976
Travel Agents,PARADISE VOYAGES{PVT}LTD,"91/1OLD QUARRY ROAD,MAUT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Maut Lavinia,tour-operator travel-agents,977
Spice Gardens,PARAMOUNT 200,"NO. 200, KAWDUPELLA, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,garden spice-gardens,978
Restaurants,PARK STREET CAFE,"NO. 50/1, PARK STREET, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,cafe restaurants,979
Restaurants,PEACH VALLEY DOUBLE HAPPY CHINESE RESTAURANT,"NO. 27 FLOWER ROAD,COLOMBO 07.",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 07.,asian-cuisine restaurant restaurants,980
Travel Agents,PEARL ISLAND HOLIDAYS-SL,"NO. 665/A, STATION ROAD, WATTALA",Unrated,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,Wattala,tour-operator travel-agents,981
Travel Agents,PEARL ISLAND TOURS (PVT) LIMITED,"NO. 32 1/1, MELBOURNE AVENUE, COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,982
Travel Agents,PEARL LANKA HOLDINGS(PVT) LTD,"6/3,LAURIES LANE,COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,983
Travel Agents,PEARL LANKA TOURS,"330/A,20TH MILE POST,KURANA,KATUNAYAKE.",Unrated,Gampaha,Seeduwa,Katana Divisional Secretariat,Katunayake.,tour-operator travel-agents,984
Restaurants,PEDLARS INN CAFE,"NO.92,PEDLARS STREET,FORT,GALLE.",A,Galle,Galle,Galle Divisional Secretariat,Galle.,cafe restaurants stay,985
Restaurants,PEKING PALACE,"NO:262/A,NAWALA ROAD,NAWALA",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Nawala,restaurants,986
Travel Agents,PELA HOLIDAYS (PVT) LTD,"NO.327, 2ND FLOOR, CEYESTA HOUSE, GALLE ROAD, COLOMBO 03.",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo 03.,tour-operator travel-agents,987
Restaurants,PENINSULA HOLIDAY RESTAURANT,"NO. 281, KANDY ROAD, JAFFNA",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,Jaffna,restaurant restaurants tour-operator,988
Travel Agents,PENTHOUSE TRAVELS (PVT)LTD,"NO.11,ALEXANDRA ROAD,COLOMBO 06",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,989
Travel Agents,PEOPLE'S TRAVELS (PVT)LTD,"NO.59, D.R.WIJEWARDANA MAWATHA,COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,990
Restaurants,PIER 3 FLOATING RESTAURANT,"NO. 38/F, D.R. WIJEWARDANA MAWATHA, COLOMBO 10",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,991
Restaurants,PINNALANDA RESTAURANT,"PINNAWALA , RAMBUKKANA",A,Kegalle,Kegalle,Kegalle Divisional Secretariat,Rambukkana,restaurant restaurants,992
Restaurants,PLANET CUZENE,"NO. 143 3/2, MOUNT CITY, GALLE ROAD, MOUNT LAVINIA",A,Colombo,Colombo,Mount Lavinia,Mount Lavinia,restaurants,993
Travel Agents,PLEDGE HOLIDAYS PVT LTD,"NO.86,COLOMBO ROAD,KATUNAYAKE.",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Katunayake.,tour-operator travel-agents,994
Water Sports Centers,POSEIDON NEWROD WATER SPORT,UPCYLON GUEST HOUSE MORAGALLA BERUWALA,Unrated,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,Upcylon Guest House Moragalla Beruwala,water-sports-centers watersport,995
Restaurants,PRASANGIKA RESTURANT,"NO 139,KURUSA HANDIYA,PUGODA",B,Gampaha,Gampaha,kiridiwela,Pugoda,restaurants,996
Tourist Shops,PRASANNA GEM CENTER,"NO. 919, PERADENIYA ROAD, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,shopping tourist-shops,997
Travel Agents,PRASHATHI TOURS & TRAVELS,"""SEWWANDI"" PALLEWELA",Unrated,Gampaha,Gampaha,Mirigama Divisional Secretariat,"""Sewwandi"" Pallewela",tour-operator travel-agents,998
Restaurants,PREGO,"NO 02E,PORUTHOTA ROAD,NEGAMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,Negambo,restaurants,999
Tourist Shops,PREMADASA GEMS AND JEWELLERY,"NO. 800, PERADENIYA, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tourist-shops,1000
Tourist Shops,PREMADASA SOUVENIRS,"NO. 560,GALLE ROAD,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tourist-shops,1001
Tourist Shops,PREMADASAS GEMS AND JEWELLERY,"NO. 75/7, WORD PLACE, COLOMBO-07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-,tourist-shops,1002
Travel Agents,PREMIER DESTINATIONS (PVT) LTD,"NO.39A,10TH LANE,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1003
Restaurants,PRIMA TASTE MANAGED BY UPALI,"NO. 50, SRI JAYAWARDENAPURA MAWATHA, RAJAGIRIYA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Rajagiriya.,restaurants,1004
Tourist Shops,PRIME TEA CEYLON,"523/4B, SIRIKOTHA LANE, COLOMBO 03",Unrated,Colombo,MC,Thimbirigasyaya Divisional Secretariat,Colombo,cafe tourist-shops,1005
Travel Agents,PRIME VACATIONS (PVT) LTD,"NO.432 1/1, PANNIPITIYA ROAD, PELAWATTA, BATTARAMULLA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Battaramulla,tour-operator travel-agents,1006
Restaurants,PRIYANGANI RESTAURANT,"NO. 16A, SIDE STREET, HATTON",A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,Hatton,restaurant restaurants,1007
Restaurants,PRIYANTHA CHINESE RESTAURANT,"NO. 05, NEW BAY ROAD, AKURESSA",A,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat,Akuressa,asian-cuisine restaurant restaurants,1008
Restaurants,PST RESTAURANT,"NO 48/A, PARK STREET,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,1009
Restaurants,PUBS AND PLACES (BENTOTA),"NO.357,GALLE ROAD,WARAHENA BENTOTA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,Warahena Bentota,beach restaurants,1010
Restaurants,PUBS AND PLACES (COLOMBO),"43-2/1, MAITLAND CRESCENT,COLOMBO 07.",A,Colombo,Colombo,Thirukkovil Divisional Secretariat,Colombo 07.,restaurants,1011
Restaurants,PUBS AND PLACES (DIYAWANNA),"NO 117,BUTHGAMUWA ROAD,KOTUWEGODA.",A,Colombo,Colombo,Colombo Divisional Secretariat,Kotuwegoda.,restaurants,1012
Restaurants,PUBS AND PLACES (HIKKA CAFE),"NO 317,GALLE ROAD,HIKKADUWA",B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Hikkaduwa,cafe restaurants,1013
Restaurants,PUBS AND PLACES (MORATUWA),"NO. 16, LADY DE SOYSA DRIVEUYANA MORATUWA",A,Colombo,Moratuwa,Moratuwa Divisional Secretariat,Lady De Soysa Driveuyana Moratuwa,restaurants,1014
Restaurants,PUBS AND PLACES - ALUTHGAMA,"NO. 09, DOUGLAS GUNAWARDENA MAWATHA, ALUTHGAMA",A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,Aluthgama,restaurants,1015
Restaurants,PUBS AND PLACES - AMBALANGODA,"NO. 281, MAIN STREET, AMBALANGODA",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,Ambalangoda,restaurants,1016
Restaurants,PUBS AND PLACES - HOMAGAMA,"NO. 81 1/1, STATION ROAD, HOMAGAMA",A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,Homagama,restaurants,1017
Restaurants,PUBS AND PLACES - PANADURA,"NO. 549, GALLE ROAD, PANADURA",A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,Panadura,restaurants,1018
Restaurants,PUBS AND PLACES - YATINUWARA,"60/1,YATINUWARA WEEDIYA,KANDY",B,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,restaurants,1019
Restaurants,PUBS AND PLACES- KANDY,"N0.30, GEORGE E.DE SILVA MAWATHA, KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,restaurants,1020
Restaurants,PUBS AND PLACES-NAWALA,"NO. 277/3/1,STANLEY THILAKARATHNE MAWATHA,NUGEGODA.",A,Colombo,Colombo,Colombo Divisional Secretariat,Nugegoda.,restaurants,1021
Restaurants,PUBS N PLACES -THE SHORE BY O,"43/14,OFF COLLEGE AVENUE,MOUNT LAVINIA",A,Colombo,Colombo,Dehiwala Divisional Secretariat,Mount Lavinia,restaurants,1022
Restaurants,QBAA,"02,DE FONSEKA ROAD, COLOMBO - 05",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo -,restaurants,1023
Spa & Wellness Centers,QUEEN BEE SPA,"NO.38/5,CEMETERY ROAD,KUDAPADUWA,NEGOMBO.",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo.,spa-and-wellness-centers wellness,1024
Travel Agents,QUEEN LANKA HOLIDAY TRAVELS & TOURS,"NO:176/38, THIBIRIGASYAYA RD,COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1025
Travel Agents,QUICKSHAWAS TOURS LTD,"NO.03, KALINGA PLACE, COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1026
Travel Agents,QWEST DESTINATIONS (PVT) LTD,"NO.119A, CASTLE STREET, COLOMBO 08",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1027
Restaurants,RAFFLERS RESTAURANT,"NO.35,BAGATALE ROAD,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,1028
Travel Agents,RAFFLES LEISURE (PVT) LTD,"NO 76, S.D.S JAYASINGHE MW, KOHUWELA.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Kohuwela.,tour-operator travel-agents,1029
Restaurants,RAILWAY CATERING SERVICE,RAILWAY STATION FORT.,B,Colombo,Colombo,Colombo Divisional Secretariat,Railway Station Fort.,restaurants,1030
Travel Agents,RAINBOW GLOBAL TRAVELS (PVT) LTD,"NO 97,MAIN STREET,BATTARAMULLA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Battaramulla,tour-operator travel-agents,1031
Restaurants,RAJA BOJUN,"LIBERTY ARCADE,NO.282,R.A. DE MEL MW,COLOMBO 03.",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 03.,restaurants,1032
Restaurants,RAJEEI RESTAURANT,"RAMALINGAM ROAD, THIRUNELVELLY, JAFFNA",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,Jaffna,restaurant restaurants,1033
Restaurants,RALIDIYA RESTAURANT,"PINNAWALA, RAMBUKKANA",A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,Rambukkana,restaurant restaurants,1034
Restaurants,RAMANKA RESTAURANT,"156/3/F , NEW KANDY ROAD, BANDARAWATTA , BIYAGAMA.",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,Biyagama.,restaurant restaurants,1035
Travel Agents,RAMECA TRAVEL & LEISURE (PVT) LTD,"LEVEL 03,TISARA PLAZA,NO.135,DUTUGAMUNU STREET,KOHUWALA.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Kohuwala.,tour-operator travel-agents,1036
Restaurants,RAMPART RESTAURANT,"NO. 31, RAMPART STREET, FORT, GALLE",A,Galle,Galle,Galle Divisional Secretariat,Galle,restaurant restaurants,1037
Travel Agents,RAN TOURS,"NO.333/A, VIHARA MAWATHA, MAHAWEWA",Unrated,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,Mahawewa,tour-operator travel-agents,1038
Travel Agents,RANDIYA TRAVELS (PVT) LTD,"NO.154/7, PORUTHOTA ROAD, PALAGATURE, KOCHCHIKADE",Unrated,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,Kochchikade,tour-operator travel-agents,1039
Travel Agents,RANFER TRAVELS (PVT) LTD,"NO.36, KETAWALAMULLA PLACE, COLOMBO 09",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1040
Restaurants,RANGOON RESTAURANT,"NO. 298, GALLE ROAD, ALUTHGAMA",B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,Aluthgama,restaurant restaurants,1041
Restaurants,RANMUTHU CHINESE RESTAURANT,"NO. 288/5, AVISAWELLA ROAD, MEGOA, KOLONNAWA, WELLAMPITIYA",A,Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat,Wellampitiya,asian-cuisine restaurant restaurants,1042
Travel Agents,RANRO TOURS,"NO 8A,STEPHAN PLACE,RAJAGIRIYA ROAD,RAJAGIRIYA",Unrated,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Rajagiriya,tour-operator travel-agents,1043
Restaurants,RANVIYANA RESTAURANT,"NO. 319/A/01, HIGHLEVEL ROAD, GALAGEDERA, PADUKKA",A,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,Padukka,restaurant restaurants,1044
Restaurants,RANWELI RESTAURANT,"NO.99, KAUDPELELLA, MATALE",A,Matale,Matale,Matale Divisional Secretariat,Matale,restaurant restaurants,1045
Spice Gardens,RANWELI SPICE GARDEN,"NO. 99, KAUDUPELELLA, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,garden spice-gardens,1046
Restaurants,RASARA RESTAURANT,"NO 35 POTUVIL ROAD,DOMBAGAHAWELA,MONARAGALA",B,Moneragala,Siyambalanduwa,Siyambalanduwa Divisional Secretariat,Monaragala,restaurant restaurants,1047
Travel Agents,RASHADI TRAVELS,"NO 03,1 ST FLOOR,SALEEM COMPLEX,DAMBULLA ROAD,IBBAGAMUWA",Unrated,Kurunegala,Kurunegala,Ibbagamuwa Divisional Secretariat,Ibbagamuwa,tour-operator travel-agents,1048
Restaurants,RATHNAGIRI RASAHALA,"NO80,PUTTALAM ROAD,KURUNEGALA",B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,Kurunegala,restaurants,1049
Travel Agents,RATNALOKA PARADISE TOURS (PVT)LTD.,"KOSGALA,KAHANGAMA,RATNAPURA.",Unrated,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,Ratnapura.,tour-operator travel-agents,1050
Tourist Shops,RATNAPURA GEM BUREAU,"POTHGUL VIHARA MAWATHA,RATNAPURA",Unrated,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,Ratnapura,shopping tourist-shops,1051
Restaurants,RAVI RESTAURANT,"NO.39,ST.ANNE'S ROAD,CHUNDIKULI,JAFFNA",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,Jaffna,restaurant restaurants,1052
Travel Agents,REAL CEYLON LEISURES & TOURS (PVT) LTD,"NO. 312, 2/1, GALLE ROAD , MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,Mount Lavinia,tour-operator travel-agents,1053
Travel Agents,RECHARGE TRAVELS (PVT) LTD,"NO. 68,LORENSZ, ROAD,COLOMBO 04",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,1054
Travel Agents,RED APPLE TRAVEL & HOLIDAYS LANKA (PRIVATE) LIMITED,"NO. 255/2, 1ST FLOOR, KIRULA ROAD, COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1055
Travel Agents,RED APPLE TRAVELS & TOURS (PVT) LTD,"L1-60, REALITY PLAZA, NEGOMBO ROAD, JA-ELA",Unrated,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,Ja-Ela,tour-operator travel-agents,1056
Travel Agents,RED DOT TOURS LANKA (PRIVATE) LIMITED,"NO. 140 A, VAUXHALL STREET, COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1057
Travel Agents,RED FEATHER TRAVELS (PVT) LTD,"NO 45 A,THIMBIRIGASYAYA ROAD,THIMBIRIGASYAYA,COLOMBO 5",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1058
Travel Agents,RED HUT TOURS AND TRAVELS (PVT) LTD,"NO:310/3/3,AIRTEL MARKET,MAIN ST,COLOMBO 11,SRI LANKA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Sri Lanka,tour-operator travel-agents,1059
Restaurants,RED ORCHIDS,"NO.35,CASTLE LANE,COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,1060
Travel Agents,RED STONE (PRIVATE ) LIMITED,"3RD FLOOR, NO.399 1/3, GALLE ROAD, COLOMBO 04",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,1061
Travel Agents,REEMA HAJ TRAVEL & TOURS,"MAIN STREET,KATTANKUDY 06",Unrated,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,Kattankudy,tour-operator travel-agents,1062
Restaurants,REFRESH RESTAURANT,"NO.384, GALLE ROAD HIKKADUWA",A,Galle,Hikkaduwa,Galle Divisional Secretariat,Galle Road Hikkaduwa,restaurant restaurants,1063
Travel Agents,REGENCY LEISURE SOLUTIONS (PVT) LTD,"2ND FLOOR, MCLAREN'S BUILDING, NO 123, BAUDDHALOKA MAWATHA, COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1064
Spice Gardens,REGENT SPICE GARDEN,"NO. 06, KIRIGALPOTHA, PALAPATHWALA, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,garden spice-gardens,1065
Travel Agents,REGIONAL DEVELOPMENT HOLDINGS (PVT) LTD,"NO.130/1/B,WATADDARA,VEYANGODA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Veyangoda,tour-operator travel-agents,1066
